YEAR,MO,DY,T2M,PRECTOTCORR,PS,WS10M_MAX,WS50M_MAX,WD50M,TS,T2M_MAX
2003,5,2,34.34,0,95.8,9.1,11.16,272.5,36.87,43.13
2003,5,3,32.1,0,95.87,10.55,12.29,272.19,34.04,40.19
2003,5,4,31.15,0,95.92,7.05,9.45,271.12,33.7,39.8
2003,5,5,30.44,0,95.95,7.06,9.12,281.19,32.76,39.4
2003,5,6,31.19,0,96.03,6.84,9.7,283.31,33.83,39.92
2003,5,7,31.55,0,96.14,7.98,9.44,286.88,34.21,39.86
2003,5,8,31.98,0,96.17,5.7,8.19,307.12,34.82,40.36
2003,5,9,32.73,0,96.22,3.7,7.38,140.38,35.83,41.7
2003,5,10,34.37,0,96.18,3.79,7.38,112.12,37.2,43.96
2003,5,11,35.13,0,96.01,4.39,9.19,205.56,38.31,44.44
2003,5,12,36.41,0,95.81,7.59,10.36,312.12,38.65,44.71
2003,5,13,36.33,0,95.77,7.91,11.16,303,38.92,44.76
2003,5,14,35.93,0,95.74,7.77,11.02,302.25,38.44,44.03
2003,5,15,35.61,0,95.78,7.45,10.79,220.25,37.87,44.3
2003,5,16,35.81,0,95.81,7.23,11.02,295.19,38.12,44.53
2003,5,17,35.82,0,95.8,9.33,11.33,289.5,38.2,43.86
2003,5,18,34.16,0,95.84,8.64,10.02,272.81,37.11,42.26
2003,5,19,33.55,0,95.94,9.37,11.91,269.56,36.49,41.17
2003,5,20,33.71,0,96.08,8.78,11.09,278.62,36.62,42.33
2003,5,21,34.48,0,96.14,9.08,10.65,281.19,37.15,42.48
2003,5,22,34.15,0,96.05,8.59,9.87,273.25,36.94,41.81
2003,5,23,33.26,0,96.03,8.27,9.5,271.69,36.37,40.41
2003,5,24,34.27,0.01,96.09,7.43,9.46,279.94,37.57,42.06
2003,5,25,34.16,0.01,96.17,7.87,10.28,284.44,37.3,41.76
2003,5,26,33.42,0,96.21,8.63,10.12,283.75,36.53,41.16
2003,5,27,33.53,0,96.04,8.4,9.67,280.44,36.29,40.65
2003,5,28,33.79,0,95.98,7.45,10.05,280.88,37.07,41.22
2003,5,29,34.3,0,96.06,8.25,9.52,282.88,37.76,42.15
2003,5,30,36.08,2.87,96.03,7.35,10.03,286.62,39.8,43.39
2003,5,31,35.87,0.91,96.05,8.31,10.45,298.69,38.63,43.84
2003,6,1,35.01,0,95.91,7.8,10.62,292.25,37.75,42.89
2003,6,2,35.64,0,95.78,7.71,10.2,284.69,38.92,42.77
2003,6,3,36.01,0,95.72,8.73,10.64,284.44,38.81,43.89
2003,6,4,36.1,0,95.68,8.85,10.88,276.44,38.73,44.72
2003,6,5,34.49,0,95.63,9.05,11.22,272.38,37.34,43.45
2003,6,6,33.49,0,95.64,10.05,12.3,264.38,36.33,42.15
2003,6,7,33.37,0,95.69,9.56,11.84,263.62,36.35,41.6
2003,6,8,33.64,0,95.76,9.78,12.2,265.31,36.68,41.87
2003,6,9,34.32,0,95.79,9.08,11.41,263.62,37.58,42.72
2003,6,10,34.66,0,95.69,8.8,10.62,268.38,37.69,42.22
2003,6,11,33.32,1.03,95.7,7.9,9.38,254.69,36.4,40.62
2003,6,12,32.72,0.33,95.76,7.85,9.7,257.31,35.78,38.43
2003,6,13,33.16,0.34,95.72,7.38,8.77,260.5,36.17,39.73
2003,6,14,32.51,0.64,95.73,7.2,8.74,270.62,35.15,38.08
2003,6,15,32.03,12.22,95.59,6.07,7.37,235.38,35.28,37.94
2003,6,16,28.64,8.95,95.55,4.84,5.77,220.62,29.44,31.51
2003,6,17,27.73,14.22,95.65,4.98,6.31,236.56,29.14,31.33
2003,6,18,28.23,6.27,95.67,7.38,9.59,219.5,29.51,33.95
2003,6,19,27.83,1.16,95.37,8.56,10,225.5,29.17,33.55
2003,6,20,27.08,6.21,95.19,10.92,13.09,248.44,28.01,30.55
2003,6,21,26.68,14.58,95.18,9.8,12.73,276.56,27.03,29.38
2003,6,22,27.04,70.95,95.25,8.04,9.91,290.5,26.96,29.83
2003,6,23,26.67,30.81,95.4,8.61,10.35,287.19,26.83,29.98
2003,6,24,27.07,11.87,95.51,8.06,9.85,289.69,27.51,31.51
2003,6,25,27.55,5.99,95.55,5.99,7.6,259.19,28.51,32.34
2003,6,26,27.44,1.02,95.6,6.16,7.25,254.81,28.17,31.79
2003,6,27,27.7,0.86,95.69,5.45,6.99,243.94,28.77,32.73
2003,6,28,27.64,13.27,95.67,7.17,8.66,246.69,28.49,32.27
2003,6,29,27.58,4.67,95.58,8.23,9.7,252.12,28.44,31.93
2003,6,30,27.87,0.97,95.53,7.5,8.95,256.12,28.89,32.56
2003,7,1,28.12,4.2,95.58,6.49,7.84,263.69,28.99,32.46
2003,7,2,27.88,25.96,95.72,3.93,4.59,185.69,28.62,31.89
2003,7,3,28.07,7.71,95.73,2.57,3.52,151.38,29.14,32.42
2003,7,4,27.74,10.03,95.6,6.18,7.26,213.56,28.23,31.38
2003,7,5,27.4,26.66,95.65,3.97,6.23,243.56,28.02,30.7
2003,7,6,27.89,3.22,95.66,5.75,7.66,248.56,28.71,31.94
2003,7,7,26.81,2.38,95.73,7.25,9.09,264.5,27.15,30.74
2003,7,8,27.08,3.48,95.72,6.77,8.2,256.69,27.83,31.92
2003,7,9,27.2,2.79,95.66,8.56,10.37,261.31,27.82,31.21
2003,7,10,26.13,0.75,95.72,7.94,9.81,250.06,26.48,29.19
2003,7,11,25.76,33.51,95.63,8.38,10.4,251.56,25.87,27.94
2003,7,12,26.4,12.09,95.61,7.24,8.73,255.06,26.87,30.16
2003,7,13,26.91,3.88,95.65,3.43,4.84,223.19,27.5,30.37
2003,7,14,27.09,1.5,95.6,4.49,5.77,234.75,27.59,31.15
2003,7,15,27.28,6.14,95.55,5.59,6.59,260.56,27.87,31.52
2003,7,16,25.94,4.32,95.57,6.74,8.52,249.12,26.08,28.69
2003,7,17,27.07,0.58,95.77,3.54,5.64,228.31,28.19,31.45
2003,7,18,27.18,1.69,95.97,5.41,7.2,273.56,27.65,30.95
2003,7,19,27.74,1.52,95.75,6.83,8.34,277.19,28.49,32.62
2003,7,20,26.81,3.17,95.71,6.48,7.72,280.88,26.98,30.14
2003,7,21,26.2,26.36,95.81,6.11,7.38,264.5,26.23,28.58
2003,7,22,26.12,46.01,95.77,8.15,10.23,268.19,26.2,29.43
2003,7,23,26.36,19.22,95.57,6.69,9,264.94,26.6,29.9
2003,7,24,25.92,4.83,95.46,9.44,11.77,253.69,26.01,29.26
2003,7,25,26.13,6.52,95.48,8.47,10.34,246.31,26.33,29.92
2003,7,26,26.44,15.16,95.51,6.18,8.69,263.25,26.79,30.37
2003,7,27,25.38,74.56,95.26,9.41,12.44,265.38,25.19,26.64
2003,7,28,25.8,14.24,95.41,11.44,15.17,231,25.73,29.26
2003,7,29,26.52,2.52,95.93,6.44,7.8,226.25,26.85,30.93
2003,7,30,26.29,0.32,96.01,7.92,10.02,263,26.68,30.7
2003,7,31,25.74,0.03,95.95,8.16,10.08,263.75,25.99,29.33
2003,8,1,24.76,2.66,96,5.42,7.84,261.62,24.78,27.24
2003,8,2,25.01,2.31,95.98,7.16,8.83,259.81,25.16,27.9
2003,8,3,24.82,17.31,96.03,6.71,8.46,251.06,24.81,27.44
2003,8,4,25.35,12.22,96.01,5.25,6.8,262.19,25.55,29.23
2003,8,5,25.61,3.54,95.88,5.48,6.65,268.81,25.76,28.96
2003,8,6,26.35,1.32,95.71,4.74,5.66,252.69,26.71,30.1
2003,8,7,27.25,1.1,95.61,3.2,5.67,256.69,27.91,31.57
2003,8,8,27.35,1.64,95.63,4.86,6.04,247.62,27.51,30.94
2003,8,9,26.26,12.35,95.67,5.26,6.62,285.88,26.22,28.97
2003,8,10,26.09,9.43,95.75,3.75,4.85,241.38,26.49,29.94
2003,8,11,26.29,2.9,95.97,5.09,6.26,270.88,26.62,30.04
2003,8,12,25.44,2.95,96.02,5.44,6.48,260.31,25.6,29.06
2003,8,13,26.11,1.26,95.9,5.64,6.99,270.94,26.46,30.46
2003,8,14,26.16,0.95,95.84,6.59,8.06,275.75,26.48,30.25
2003,8,15,25.53,0.37,95.84,6.86,8.52,276,25.68,28.63
2003,8,16,25.62,0.37,95.98,7.48,9.16,272.62,25.82,29.25
2003,8,17,25.07,0.25,96.02,7.99,10.18,275.94,25.08,27.81
2003,8,18,24.53,0.14,95.96,6.54,8.38,274.31,24.55,26.89
2003,8,19,25.64,0.14,95.72,7.66,9.61,267.12,25.96,29.57
2003,8,20,26.25,0.01,95.59,6,7.5,272.44,26.73,30.37
2003,8,21,26.81,0.04,95.68,5.1,6.81,283.5,27.26,31.03
2003,8,22,26.28,0.82,95.78,4.9,6.77,308.19,26.37,29.48
2003,8,23,25.61,49.42,95.61,6.36,9.23,315.44,25.34,27.77
2003,8,24,24.83,33.74,95.23,10.03,12.79,283.31,24.69,27.19
2003,8,25,25.44,3.98,95.65,7.05,9.63,252.75,25.79,29.78
2003,8,26,25.44,1.04,95.76,7.21,8.8,252.75,25.7,29.8
2003,8,27,25.22,6.86,95.9,7.34,8.99,251.44,25.37,28.7
2003,8,28,24.78,3.84,95.93,6.09,7.62,247.5,24.79,27.62
2003,8,29,25.08,7.87,95.95,7.09,8.81,263.62,25.08,28.24
2003,8,30,24.59,3.78,95.96,6.4,8.66,261.44,24.51,27.31
2003,8,31,25.22,0.49,95.93,6.71,8.16,262.38,25.33,28.73
2003,9,1,24.9,0.55,95.94,6.6,8.52,265.81,24.95,28.55
2003,9,2,24.76,1.15,95.9,6.53,8.25,260.38,24.84,28.71
2003,9,3,24.76,0.82,95.94,5.2,6.41,261.75,24.8,27.3
2003,9,4,25.58,4.41,95.98,5.29,6.48,269.75,25.74,29.28
2003,9,5,24.8,2.79,95.96,6.42,8.01,273.19,24.73,27.56
2003,9,6,25.11,0.37,95.94,6.51,7.94,282.5,25.17,28.98
2003,9,7,24.93,0.16,96.03,7.23,9.08,274.38,25.08,28.4
2003,9,8,24.54,0.14,96.06,8.29,10.45,278.12,24.62,28.44
2003,9,9,24.37,0.23,96.07,7.38,9.23,283.75,24.55,28.68
2003,9,10,24.91,0.27,96,6.73,8.28,279.12,25.23,29.42
2003,9,11,25.55,0.02,96.02,6.47,7.98,279.94,25.83,30.14
2003,9,12,25.26,0,95.99,6.12,7.65,279.69,25.61,29.73
2003,9,13,25.29,0,96.04,5.66,7.3,285.31,25.68,29.78
2003,9,14,24.67,8.44,96.04,5.37,6.8,286.19,24.91,28.91
2003,9,15,24.56,5.02,96.02,6.42,7.93,285.38,24.65,28.25
2003,9,16,25.21,2.49,96.05,5.71,7.09,286.62,25.4,29.32
2003,9,17,24.11,1.09,96.15,5.82,7.41,276.38,24.15,27.52
2003,9,18,24.99,11.9,96.27,5.51,6.7,285.12,25.14,29.25
2003,9,19,25.24,21.87,96.28,6.7,8.33,291.19,25.25,29.12
2003,9,20,24.87,26.05,96.21,5.44,7.26,311.81,24.65,27.69
2003,9,21,24.69,10.2,96.17,6.95,8.96,305.25,24.44,26.29
2003,9,22,25.76,44.75,96.15,5.75,7.52,322.19,25.55,28.82
2003,9,23,25.29,31.98,96.13,4.84,6.5,306.44,25.2,28.46
2003,9,24,25.27,41.85,96.06,5.23,6.98,312.5,25.28,28.8
2003,9,25,25.6,16.79,96.2,3.89,5.85,163.5,25.53,29.04
2003,9,26,25.77,7.52,96.19,3.8,5.49,40.75,25.82,29.33
2003,9,27,25.46,6.39,96.03,3.66,6.08,47.56,25.37,28.53
2003,9,28,25.48,23.03,95.94,2,4.53,191.38,25.44,28.28
2003,9,29,25.06,29.33,96,3.99,4.7,225.69,24.95,27.5
2003,9,30,25.7,0.48,96.18,2.38,5.37,74.19,25.96,29.73
2003,10,1,25.12,0.19,96.28,3.97,5.83,77.06,25.11,29.38
2003,10,2,25.33,0.02,96.37,2.85,5.08,84,25.29,30.4
2003,10,3,25.26,0,96.49,2.53,3.8,94.5,24.99,30.16
2003,10,4,22.96,0,96.46,4.13,5.45,67,22.27,29.48
2003,10,5,21.12,0,96.38,4.37,7.23,59.31,20.64,28.27
2003,10,6,22.96,0.01,96.24,4.7,7.64,52.19,22.94,29.01
2003,10,7,24.78,0.01,96.14,5.69,7.52,47.56,24.86,29.75
2003,10,8,24.54,0,96.08,7.02,8.8,29.81,24.4,29.59
2003,10,9,24.78,0,96.21,3.35,5.6,194.31,24.21,30.55
2003,10,10,23.96,0,96.26,4.5,5.85,283.56,23.6,30.59
2003,10,11,23.57,0,96.4,3.79,5.88,291.75,23.05,30.1
2003,10,12,24.37,0,96.52,2.59,4.3,255.06,22.56,30.77
2003,10,13,24.57,0,96.69,2.36,3.76,170.5,22.69,30.59
2003,10,14,24.08,0,96.75,2.59,4.33,72.25,22.35,30.13
2003,10,15,23.41,1.04,96.74,2.02,2.92,96.94,21.76,29.52
2003,10,16,22.23,0.15,96.69,2.97,5.27,86.69,21.1,28.71
2003,10,17,21.19,0,96.64,3.23,5.66,72.62,20.61,28.35
2003,10,18,23.21,0,96.57,2.77,4.96,82.81,22.74,29.98
2003,10,19,23.13,0,96.62,3.62,5.66,43.69,22.72,30.24
2003,10,20,21.94,0.24,96.69,3.77,5.8,63.75,21.19,29.28
2003,10,21,21.23,0.99,96.62,3.55,4.79,74,20.11,29.26
2003,10,22,20.51,0.96,96.69,4.02,5.38,78.75,19.73,28.76
2003,10,23,21.15,45.28,96.68,4.08,5.05,62.88,20.34,29.08
2003,10,24,22.23,6.67,96.49,2.72,4.76,118.81,20.15,28.84
2003,10,25,21.99,0,96.49,3.17,4.17,264.69,19.96,29
2003,10,26,20.56,0,96.61,3.84,6.11,62.19,19.81,27.83
2003,10,27,20.43,0,96.78,3.23,6.15,79.31,20.09,27.91
2003,10,28,19.94,0,96.99,5.2,6.62,74.38,19.61,27.32
2003,10,29,21.46,0.04,96.95,4.98,7.87,54.56,21.43,28.35
2003,10,30,23.9,0.12,96.75,3.7,6.41,54.31,24.15,29.4
2003,10,31,24.51,0.24,96.58,3.16,5.31,128.81,24.05,29.95
2003,11,1,23.9,0,96.62,3.34,3.78,97.31,22.47,29.31
2003,11,2,23.06,0.06,96.8,3.72,5.39,92.38,22.91,28.87
2003,11,3,23.3,0,96.88,3.53,5.32,84.5,23.28,29.07
2003,11,4,22.81,0,96.85,3.49,5.15,123.44,22.72,28.96
2003,11,5,21.94,0,96.78,2.69,5.56,126.94,21.64,28.33
2003,11,6,21.51,0,96.7,2.56,4.55,165.56,20.8,28.25
2003,11,7,21.85,0,96.61,2.96,4.64,194.94,20.54,28.22
2003,11,8,23.24,0,96.7,1.9,2.99,145.38,21.58,29.38
2003,11,9,23.66,0,96.76,1.91,2.5,103,21.79,29.63
2003,11,10,23.69,0,96.81,1.65,1.9,97.38,21.23,29.08
2003,11,11,21.8,0,96.83,2.32,3.69,94.5,20.04,28.4
2003,11,12,20.05,0,96.91,3.28,5.42,98.88,19.06,27.48
2003,11,13,19.14,0,96.94,3.43,5.85,97,18.68,27.15
2003,11,14,19.69,0,97.02,3.09,6.52,121.06,19.1,27.11
2003,11,15,20.71,0,97,3.4,5.54,124.56,19.44,27.59
2003,11,16,21.87,0,96.83,2.34,2.86,204.75,20.07,28.35
2003,11,17,22.11,0,96.72,2.63,3.09,206.94,20.02,28.15
2003,11,18,21.8,0,96.7,2.24,3.77,128,20.8,28.36
2003,11,19,22.15,0,96.8,2.96,4.65,111.75,21.58,28.61
2003,11,20,22.1,0,96.9,2.7,4.77,84.88,21.83,28.64
2003,11,21,22.26,0,96.97,3.75,5.8,112.44,21.58,29.02
2003,11,22,22.51,0,96.99,2.49,3.71,173.94,21.07,28.83
2003,11,23,22.55,0,96.96,2.43,3.98,120.5,20.85,28.74
2003,11,24,21.11,0,97.1,2.92,5.6,94.69,20.9,28.48
2003,11,25,21.92,0,97.12,2.81,6.27,94.5,21.62,28.33
2003,11,26,21.82,0,96.87,2.76,4.2,113.69,21.37,27.8
2003,11,27,22.17,0,96.68,3.31,4.64,142.44,21.6,29.18
2003,11,28,22.46,0,96.67,3.51,4.28,143.12,21.93,29.44
2003,11,29,22.76,0,96.86,3.23,4,131.88,22.47,29.33
2003,11,30,21.98,0,96.91,3.18,4.97,102.25,21.81,29.01
2003,12,1,20.98,0,96.93,3.11,5.52,87.69,20.25,29.15
2003,12,2,21.33,0,96.89,2.48,4.08,129.81,19.9,29.26
2003,12,3,21.45,0,96.74,2.52,4.04,125.38,19.69,29.15
2003,12,4,19.84,0,96.79,2.96,5.28,113.38,19.03,28.4
2003,12,5,20.34,0,96.95,2.46,4.03,101.44,18.77,28.14
2003,12,6,22.12,0,96.99,1.65,2.5,79,19.3,29.21
2003,12,7,20.52,0,96.99,4.06,6.69,66.69,18.69,29.45
2003,12,8,21,0,96.94,2.45,3.68,113.19,18.86,29.68
2003,12,9,22.23,0,96.83,2.11,3.26,141.62,19.58,30.1
2003,12,10,21.55,0,96.83,2.6,4.21,120.5,19.65,29.83
2003,12,11,20.2,0,96.8,3.75,7.73,112.19,19.8,29.15
2003,12,12,20.34,0,96.83,5.89,7.71,141.69,20.21,29.39
2003,12,13,21.04,0,96.92,4.48,7.48,146.31,20.89,29.33
2003,12,14,20.85,0,96.89,3.82,6.84,114.62,20.26,29.34
2003,12,15,20.41,0,96.74,3.21,6.57,146.31,19.62,28.9
2003,12,16,19.07,0,96.65,4.28,8.55,143.69,19.1,28.26
2003,12,17,17.98,0,96.83,4.83,8.31,52.5,17.96,26.73
2003,12,18,18.04,0,96.92,4.22,7.57,103.88,17.93,26.65
2003,12,19,17.98,0,97.08,4.64,8.93,61.19,17.98,26.68
2003,12,20,18,0,97.24,4.96,9.12,55.06,17.98,26.67
2003,12,21,18.16,0,97.2,4.02,7.35,93.94,17.95,26.87
2003,12,22,18.16,0,97.11,3.41,6.85,114.62,17.83,26.7
2003,12,23,18.26,0,97.05,4.29,6,140.5,17.51,27.24
2003,12,24,18.37,0,97.05,2.95,4.89,123.56,17.44,26.87
2003,12,25,18.2,0,96.93,3.8,6.8,107.88,17.75,27.11
2003,12,26,17.76,0.59,96.78,4.74,6.77,122.25,17.87,24.98
2003,12,27,17.54,0.16,96.82,7.33,8.78,244.12,17.3,26.3
2003,12,28,13.87,0.23,97.29,6.23,9.22,44.5,14.38,22.34
2003,12,29,14.39,0,97.39,5.67,8.2,79.44,14.73,23.78
2003,12,30,15.67,0,97.3,4.95,8.4,93.44,15.76,25.51
2003,12,31,17.05,0,97.12,3.56,7.7,119,16.79,26.72
2004,1,1,17.88,0,96.96,2.73,4.48,209.12,16.76,27.42
2004,1,2,17.98,0,96.93,3.16,4.54,150.19,16.07,27.11
2004,1,3,17.74,0,96.92,3.85,5.88,120.75,16.39,27.19
2004,1,4,16.88,0.39,96.96,5.62,8.88,81.75,17.03,25.69
2004,1,5,17.48,3.58,96.96,5.82,8.59,91.62,17.79,24.82
2004,1,6,18.06,0.47,96.97,6.47,8.52,98,18.48,24.36
2004,1,7,17.96,0,97.11,5.3,8.45,80.38,18.78,25.16
2004,1,8,17.76,0,97.31,5.41,8.76,78.88,18.55,26.59
2004,1,9,16.48,0,97.31,4.59,7.9,72.5,16.73,26.16
2004,1,10,17.01,0,97.25,3.66,7.76,80.44,17.14,26.82
2004,1,11,18.19,0,97.13,4.4,7.33,66,17.96,28.26
2004,1,12,19.32,0,97.02,3.08,5.45,94.06,18.73,28.78
2004,1,13,21.29,0,96.8,3.11,4.65,194.81,19.81,30.12
2004,1,14,20.57,0,96.65,3.16,5.48,217.31,19.59,30.65
2004,1,15,20.77,0,96.74,3.12,5.49,89.38,20.33,31.07
2004,1,16,21.23,0,96.83,3.16,5.34,113.19,20.75,31.71
2004,1,17,21.33,0,96.59,4.69,8.59,225.69,21.2,32.25
2004,1,18,20.48,0,96.66,4.24,8.61,250.06,21.09,30.49
2004,1,19,19.98,0,96.61,4.15,7.23,133.38,20.15,30.43
2004,1,20,21.33,0.09,96.47,3.84,6.27,114.88,20.91,30.3
2004,1,21,20.58,0.05,96.34,5.25,7.06,271.94,21.14,29.04
2004,1,22,20.26,0.07,96.44,4.95,6.52,262.62,21.01,25.84
2004,1,23,18.73,0.01,96.59,5.47,8.68,307.56,19.73,26.62
2004,1,24,17.3,0.07,96.76,5.05,8.45,64.12,18.33,26.52
2004,1,25,17.3,0,96.69,5.27,8.13,104.12,18.5,26.77
2004,1,26,17.22,0,96.79,4.79,8.95,59.94,18.46,26.51
2004,1,27,17.2,0,96.83,6.35,9.05,74.12,18.15,27.02
2004,1,28,19.28,0.23,96.61,5.43,8.94,106.69,20.39,28.38
2004,1,29,21.08,0.74,96.47,5.19,6.67,176.31,21.94,27.76
2004,1,30,20.69,0.01,96.47,5.45,9.08,239.25,21.33,29.45
2004,1,31,18.8,0,96.55,4.54,8.62,261.88,20.01,27.78
2004,2,1,17.25,0,96.73,6.35,9.06,70.19,18.87,26.01
2004,2,2,16.76,0,96.9,6.66,9.45,50.81,17.94,26.86
2004,2,3,18.16,0,96.89,5.12,8.8,93.81,18.68,28.55
2004,2,4,19.96,0,96.64,4.37,9.02,201.75,20.94,31.15
2004,2,5,18.94,0,96.66,5.53,8.73,245.31,19.83,29.41
2004,2,6,17.42,0,96.96,4.52,8.8,38.25,18.23,28.49
2004,2,7,18.57,0,97.17,4.69,7.93,82.44,18.79,29.48
2004,2,8,18.68,0,97.12,4.35,6.98,103.75,19.18,30.17
2004,2,9,20.96,0,96.83,3.59,7.61,193.88,20.71,32.23
2004,2,10,21.33,0,96.9,5.41,9.4,164.44,22.24,32.09
2004,2,11,21.73,0,96.98,5.49,9.12,90.12,22.23,31.84
2004,2,12,21.65,0,96.99,5.37,8.38,70.56,22.58,31.99
2004,2,13,23.15,0,96.92,4.98,8.45,90.25,24.07,32.64
2004,2,14,23.98,0,96.82,4,8.36,173.62,24.89,33.17
2004,2,15,23.73,0,96.77,4.91,8.27,110.44,24.34,33.46
2004,2,16,23.33,0,96.85,4.88,8.34,69,23.76,33.79
2004,2,17,23.99,0,96.65,4.23,7.29,160.88,23.58,34.4
2004,2,18,24.07,0,96.41,5.09,9.53,184.12,24.23,34.08
2004,2,19,23.81,0,96.47,3.88,8.28,253.44,24.7,33.76
2004,2,20,23.98,0,96.68,4.37,6.8,110.69,24.55,34.06
2004,2,21,24.96,0,96.83,4.12,7.54,195.06,24.94,35.05
2004,2,22,24.6,0,96.73,4.24,8.76,189.25,25.78,35.8
2004,2,23,25.28,0,96.64,4.25,8.14,232.75,25.97,36.71
2004,2,24,25.29,0,96.78,4.63,8.57,50.44,26.38,36.78
2004,2,25,26.48,0,96.75,4.05,8.51,198.19,26.93,37.25
2004,2,26,26.8,0,96.52,3.8,7.42,182.56,27.49,37.43
2004,2,27,27.33,0,96.41,5.25,8.79,293.06,28.37,37.37
2004,2,28,26.75,0,96.45,4.66,8.52,305.31,28.07,36.44
2004,2,29,25.8,0,96.56,4.19,9.07,302.44,27.3,36.09
2004,3,1,26.26,0,96.55,4.59,8.62,191.38,27.65,36.69
2004,3,2,26.26,0,96.56,4.65,8.19,161.25,27.81,37.23
2004,3,3,26.74,0,96.53,4.45,8.67,197.06,28.09,38.19
2004,3,4,27.9,0,96.54,4.04,7.63,125.75,29.06,37.69
2004,3,5,29.36,0,96.47,4.92,8.7,189,30.66,38.35
2004,3,6,28.73,0,96.57,5.61,10.19,159.06,29.94,38.07
2004,3,7,26.82,0,96.68,5.46,10.36,116.94,28.21,38.48
2004,3,8,26.23,0,96.9,4.98,9.06,73.62,26.81,37.76
2004,3,9,25.83,0,96.84,4.16,9.16,72,27.27,36.76
2004,3,10,27.25,0,96.52,4.02,8.24,123.94,28.26,37.54
2004,3,11,28.48,0,96.46,3.72,7.61,196.12,29.22,38.95
2004,3,12,29.28,0,96.6,5.44,9.46,227.31,30.03,39.48
2004,3,13,29.69,0,96.68,3.73,7.73,149.31,30.19,40.34
2004,3,14,29.8,0,96.67,5.12,9.35,329.31,31.25,40.81
2004,3,15,29.81,0,96.53,4.8,8.45,74.81,31.12,40.54
2004,3,16,31.42,0,96.43,3.89,7.12,59.81,31.48,41.65
2004,3,17,31.76,0,96.37,4.18,6.62,151.31,32.12,42.22
2004,3,18,31.06,0,96.45,5.29,10.2,165.88,32.6,42.24
2004,3,19,31.28,0,96.34,5.77,10.37,240.5,33.12,41.67
2004,3,20,30.8,0,96.1,4.95,9.9,310.69,32.42,41.37
2004,3,21,30.69,0,96.12,4.03,8.91,284.5,32.3,41.58
2004,3,22,30.69,0,96.19,4.88,9.29,284.62,32.19,41.26
2004,3,23,30.62,0,96.18,5.44,8.61,290.94,32.11,40.66
2004,3,24,30.09,0,96.19,6.32,9.07,290.69,31.66,39.35
2004,3,25,29.44,0,96.15,7.01,9.05,287,31.1,39.1
2004,3,26,28.52,0,96.32,6.34,8.1,283.38,30.32,37.76
2004,3,27,29.4,0,96.52,5.19,8.56,300.81,31.29,38.72
2004,3,28,31.05,0,96.46,4.59,9.1,232.56,33.37,40.6
2004,3,29,31.53,0.1,96.34,5.15,9.52,251.69,33.74,40.31
2004,3,30,31.72,0.06,96.32,6.41,9.85,277.94,33.97,40.91
2004,3,31,30.97,0,96.35,6.16,9.43,283.12,32.82,39.9
2004,4,1,31.2,0,96.48,6.42,8.52,288.12,33.45,40.05
2004,4,2,32.06,0,96.49,5.09,8.3,307.75,34.23,39.14
2004,4,3,31.42,0,96.5,4.99,8.39,305,33.47,40.14
2004,4,4,32.61,0,96.5,4.54,8.62,296.19,35.08,41.46
2004,4,5,31.73,0,96.33,5.84,9.33,301.06,32.9,39.51
2004,4,6,30.94,0,96.24,6.36,9.83,285.25,32.98,39.98
2004,4,7,30.63,0,96.28,6.4,9.92,270.81,32.83,39.53
2004,4,8,30.38,0,96.24,6.85,9.46,274.94,32.75,38.62
2004,4,9,31.15,0,96.1,5.36,8.18,270.06,34.19,39.78
2004,4,10,31.8,0,96.2,5.36,9.12,266.69,34.57,40.73
2004,4,11,32.99,0,96.3,5.9,9.65,280.5,35.68,42.25
2004,4,12,33.08,0,96.22,6.2,9.26,286.75,35.38,42.3
2004,4,13,32.4,0,96.05,7.91,9.36,280.62,34.4,42.08
2004,4,14,32.95,0,95.99,7.04,10.11,278.38,34.94,42.12
2004,4,15,32.71,0,96.02,7.41,10.02,271.69,34.68,42.9
2004,4,16,32.06,0,96.04,8.05,10.06,272,34.06,41.83
2004,4,17,31.46,0,96.02,8.15,9.92,267.5,33.68,39.9
2004,4,18,30.85,0,95.98,6.96,8.8,274.88,33.33,39.55
2004,4,19,30.67,0,96.11,6.66,8.49,271,33.39,39.29
2004,4,20,32.14,0,96.3,6.05,7.95,276.5,34.43,40.19
2004,4,21,32.8,0,96.19,5.62,8.66,288.75,35.12,41.9
2004,4,22,32.21,0,95.94,7.02,8.55,277.31,34.42,40.71
2004,4,23,33.05,0.09,95.92,5.93,9.25,285.69,35.44,40.8
2004,4,24,32.94,0.03,96.03,4.56,8.41,315.88,35.73,41.13
2004,4,25,33.11,0,96.03,3.17,6.52,278.38,35.77,41.6
2004,4,26,33.44,0,96.1,3.95,6.7,201.44,36.51,42.8
2004,4,27,34.18,0,96.05,6.59,9.75,300.19,36.53,43.7
2004,4,28,34.28,0,95.95,6.59,10.06,283.5,37.12,43.06
2004,4,29,33.9,0,95.87,6.77,9.05,268.69,36.77,42.57
2004,4,30,32.87,0,95.87,8.41,10.11,260.19,35.59,41.06
2004,5,1,31.89,0,96.02,5.37,8.42,265.81,35.27,40.87
2004,5,2,31.78,0,96.08,5.62,9.75,42.31,34.95,41.02
2004,5,3,33.02,0,96.07,6.73,9.69,64.56,35.88,42.37
2004,5,4,34.57,0,95.94,5.91,8.71,78.62,36.72,43.56
2004,5,5,34.9,0,95.87,2.82,5.63,107,37.6,43.17
